K_Receipt,K_Member,Quantity,Q_Amount,T_Receipt,Q_Discount_Amount
490502,17969,26.0,101.4,2009-06-12 13:53:00,
490503,14548,207.0,498.02,2009-06-12 14:00:00,
490504,15311,94.0,385.97,2009-06-12 14:03:00,
490505,14548,34.0,98.16,2009-06-12 14:06:00,
490506,17916,47.0,25.46,2009-06-12 14:10:00,
490508,17850,130.0,450.84000000000003,2009-06-12 14:14:00,
490511,13319,208.0,626.6,2009-06-12 14:46:00,
490512,14606,85.0,235.13,2009-06-12 14:54:00,
490514,16773,47.0,137.75,2009-06-12 15:01:00,
490515,15479,38.0,147.4,2009-06-12 15:08:00,
490516,17850,146.0,504.54,2009-06-12 15:09:00,
490518,15822,290.0,474.32,2009-06-12 15:12:00,
490519,13890,89.0,213.65,2009-06-12 15:15:00,
490521,13211,102.0,235.84,2009-06-12 15:24:00,
490522,15641,56.0,150.4,2009-06-12 15:31:00,
490524,14123,234.0,436.18,2009-06-12 15:35:00,
490525,13019,92.0,255.00000000000003,2009-06-12 15:40:00,
490526,17858,315.0,533.97,2009-06-12 15:41:00,
490527,14940,105.0,182.01,2009-06-12 15:46:00,
490528,16686,49.0,115.05,2009-06-12 15:48:00,
490529,16686,28.0,48.89,2009-06-12 15:51:00,
490530,15691,56.0,161.8,2009-06-12 16:01:00,
490531,16436,95.0,166.95,2009-06-12 16:02:00,
490533,17610,229.0,368.15000000000003,2009-06-12 16:07:00,
490534,17530,120.0,245.63,2009-06-12 16:17:00,
490535,17850,182.0,560.58,2009-07-12 08:13:00,
490536,13491,78.0,221.9,2009-07-12 08:24:00,
490537,14003,149.0,209.41,2009-07-12 08:53:00,
490538,17850,146.0,504.54,2009-07-12 09:14:00,
490539,12839,188.0,346.0,2009-07-12 09:18:00,
490542,14911,119.0,666.35,2009-07-12 09:42:00,
490545,17557,4.0,34.0,2009-07-12 10:15:00,
490547,14738,88.0,311.2,2009-07-12 10:21:00,
490548,17850,146.0,504.54,2009-07-12 10:26:00,
490557,16124,318.0,463.0,2009-07-12 10:33:00,
490561,15260,14.0,41.300000000000004,2009-07-12 10:38:00,
490563,12471,372.0,808.12,2009-07-12 10:41:00,
490564,12471,125.0,241.9,2009-07-12 10:42:00,
490569,17739,122.0,411.20000000000005,2009-07-12 10:48:00,
490577,16556,112.0,187.19,2009-07-12 10:51:00,
490603,14695,145.0,274.54,2009-07-12 11:05:00,
490604,14828,612.0,682.4,2009-07-12 11:19:00,
490605,15115,88.0,191.74,2009-07-12 11:20:00,
490606,17850,98.0,426.0,2009-07-12 11:26:00,
490607,13693,71.0,173.54999999999998,2009-07-12 11:29:00,
490608,14955,74.0,163.77,2009-07-12 11:35:00,
490609,14037,166.0,218.33,2009-07-12 11:39:00,
490610,18077,150.0,211.62,2009-07-12 11:40:00,
490611,13905,135.0,312.65,2009-07-12 11:41:00,
490612,17508,441.0,610.95,2009-07-12 11:46:00,
490613,16768,96.0,224.98,2009-07-12 11:47:00,
490616,13984,128.0,214.79999999999998,2009-07-12 11:51:00,
490618,13984,22.0,44.7,2009-07-12 11:52:00,
490625,14543,84.0,339.8,2009-07-12 11:55:00,
490636,13564,164.0,425.09000000000003,2009-07-12 12:08:00,
490637,13495,236.0,452.15999999999997,2009-07-12 12:12:00,
490638,13190,58.0,147.1,2009-07-12 12:13:00,
490640,14408,156.0,321.00000000000006,2009-07-12 12:18:00,
490641,17707,60.0,51.0,2009-07-12 12:19:00,
490642,15358,315.0,446.4,2009-07-12 12:19:00,
490653,17044,396.0,990.48,2009-07-12 12:25:00,
490657,14471,119.0,208.82999999999998,2009-07-12 12:26:00,
490659,17850,112.0,380.84000000000003,2009-07-12 12:26:00,
490665,17436,30.0,76.5,2009-07-12 12:31:00,
490667,13234,118.0,228.4,2009-07-12 12:32:00,
490668,16525,199.0,312.33000000000004,2009-07-12 12:41:00,
490669,15716,68.0,214.17000000000002,2009-07-12 12:42:00,
490670,14574,63.0,143.70000000000002,2009-07-12 12:42:00,
490671,16684,144.0,488.16,2009-07-12 12:56:00,
490672,16684,504.0,660.96,2009-07-12 12:58:00,
490673,14540,62.0,156.5,2009-07-12 13:00:00,
490674,14307,106.0,242.1,2009-07-12 13:06:00,
490675,14695,206.0,637.14,2009-07-12 13:07:00,
490676,17850,122.0,451.44,2009-07-12 13:17:00,
490677,18219,100.0,151.72,2009-07-12 13:17:00,
490678,12747,93.0,380.65000000000003,2009-07-12 13:23:00,
490679,18162,332.0,371.51,2009-07-12 13:24:00,
490680,17441,245.0,293.35,2009-07-12 13:32:00,
490681,17988,65.0,164.75,2009-07-12 13:35:00,
490682,12600,66.0,249.9,2009-07-12 13:37:00,
490683,17865,304.0,413.00000000000006,2009-07-12 13:45:00,
490684,12523,62.0,74.56,2009-07-12 13:46:00,
490685,13206,996.0,1028.07,2009-07-12 13:48:00,
490686,14512,106.0,153.28,2009-07-12 13:49:00,
490687,14911,325.0,924.95,2009-07-12 13:49:00,
490689,17865,133.0,307.90999999999997,2009-07-12 13:52:00,
490690,16353,58.0,207.9,2009-07-12 13:55:00,
490691,16353,72.0,306.0,2009-07-12 13:56:00,
490692,16018,203.0,195.78,2009-07-12 13:57:00,
490693,14670,97.0,190.47,2009-07-12 13:59:00,
490694,13089,408.0,1244.3200000000002,2009-07-12 14:02:00,
490695,14590,40.0,108.4,2009-07-12 14:10:00,
490697,17850,112.0,378.84000000000003,2009-07-12 14:27:00,
490703,13070,76.0,154.2,2009-07-12 14:44:00,
490704,17457,90.0,355.38,2009-07-12 14:52:00,
490705,12913,80.0,204.0,2009-07-12 14:56:00,
490706,17865,330.0,1086.53,2009-07-12 14:58:00,
490707,17865,70.0,45.9,2009-07-12 15:02:00,
490708,15421,95.0,241.05,2009-07-12 15:10:00,
490709,17884,112.0,188.89000000000001,2009-07-12 15:15:00,
490710,17990,84.0,332.70000000000005,2009-07-12 15:19:00,
490711,17841,148.0,448.96,2009-07-12 15:26:00,
490712,13148,100.0,331.40000000000003,2009-07-12 15:26:00,
490714,17841,1.0,4.95,2009-07-12 15:27:00,
490717,17364,209.0,449.95,2009-07-12 15:28:00,
490718,12443,179.0,365.31,2009-07-12 15:42:00,
490719,13042,441.0,665.15,2009-07-12 15:42:00,
490720,15694,85.0,357.87,2009-07-12 15:43:00,
490722,16717,217.0,386.39,2009-07-12 15:55:00,
490724,13767,306.0,716.04,2009-07-12 16:17:00,
490725,13694,308.0,343.44,2009-07-12 16:24:00,
490726,13694,288.0,561.5999999999999,2009-07-12 16:28:00,
490727,17231,146.0,285.35,2009-07-12 16:38:00,
490728,16702,198.0,221.52,2009-07-12 16:40:00,
490733,12540,68.0,328.6,2009-07-12 16:56:00,
490734,13267,105.0,306.55,2009-07-12 16:56:00,
490737,17270,264.0,389.62,2009-07-12 17:18:00,
490738,16436,10.0,25.5,2009-07-12 17:49:00,
490747,13393,3.0,8.92,2009-07-12 18:12:00,
490749,14113,268.0,580.6400000000001,2009-08-12 07:42:00,
490750,15369,192.0,312.96,2009-08-12 07:43:00,
490751,12358,309.0,1429.83,2009-08-12 07:59:00,
490752,18259,96.0,356.40000000000003,2009-08-12 08:38:00,
490753,17047,215.0,322.65,2009-08-12 08:48:00,
490754,14136,138.0,302.78000000000003,2009-08-12 09:19:00,
490755,16735,216.0,338.34000000000003,2009-08-12 09:24:00,
490757,14215,221.0,425.59000000000003,2009-08-12 09:35:00,
490759,15971,48.0,182.88,2009-08-12 09:46:00,
490761,13382,123.0,255.04,2009-08-12 09:56:00,
490762,13025,241.0,323.39,2009-08-12 10:02:00,
490763,16013,400.0,1019.9999999999999,2009-08-12 10:24:00,
490764,14558,107.0,306.45,2009-08-12 10:41:00,
490767,18002,22.0,44.32,2009-08-12 11:07:00,
490769,16013,180.0,221.0,2009-08-12 11:13:00,
490770,17854,65.0,135.94,2009-08-12 11:13:00,
490782,15079,255.0,707.93,2009-08-12 11:22:00,
490785,16029,984.0,2590.7999999999997,2009-08-12 11:23:00,
490786,15079,36.0,30.599999999999998,2009-08-12 11:23:00,
490789,18271,89.0,192.54999999999998,2009-08-12 11:27:00,
490796,14290,273.0,870.63,2009-08-12 11:44:00,
490797,17268,90.0,155.7,2009-08-12 11:46:00,
490800,14735,12.0,7.800000000000001,2009-08-12 11:56:00,
490801,16029,400.0,660.0,2009-08-12 12:03:00,
490802,17067,10.0,19.5,2009-08-12 12:03:00,
490803,17067,148.0,207.32,2009-08-12 12:04:00,
490804,16560,319.0,487.09000000000003,2009-08-12 12:05:00,
490805,14861,94.0,215.0,2009-08-12 12:12:00,
490806,13485,12.0,35.400000000000006,2009-08-12 12:13:00,
490808,17371,91.0,134.04,2009-08-12 12:25:00,
490809,13408,48.0,159.0,2009-08-12 12:27:00,
490810,13408,128.0,259.92,2009-08-12 12:29:00,
490811,18145,246.0,309.7,2009-08-12 12:30:00,
490817,15311,762.0,1806.19,2009-08-12 12:33:00,
490823,14841,288.0,304.8,2009-08-12 12:34:00,
490834,16400,324.0,559.98,2009-08-12 12:38:00,
490836,17988,2.0,2.9,2009-08-12 12:39:00,
490838,17371,3.0,20.25,2009-08-12 12:41:00,
490846,17155,272.0,129.3,2009-08-12 12:46:00,
490847,15093,371.0,249.64,2009-08-12 12:46:00,
490851,13643,90.0,311.8,2009-08-12 12:48:00,
490855,13777,216.0,363.6,2009-08-12 12:49:00,
490863,17852,59.0,88.05,2009-08-12 12:51:00,
490871,15456,315.0,211.41,2009-08-12 12:54:00,
490893,13571,76.0,111.24000000000001,2009-08-12 13:02:00,
490899,16732,473.0,792.84,2009-08-12 13:04:00,
490905,16940,461.0,656.85,2009-08-12 13:08:00,
490917,15162,74.0,312.9,2009-08-12 13:14:00,
490920,18203,22.0,109.08,2009-08-12 13:19:00,
490921,16163,12.0,42.300000000000004,2009-08-12 13:24:00,
490922,14494,30.0,114.3,2009-08-12 13:25:00,
490924,17978,91.0,123.1,2009-08-12 13:27:00,
490925,13078,277.0,648.5,2009-08-12 13:28:00,
490926,15031,121.0,249.17,2009-08-12 13:38:00,
490927,17230,84.0,304.20000000000005,2009-08-12 13:41:00,
490928,14085,145.0,404.44,2009-08-12 13:41:00,
490930,13410,48.0,81.12,2009-08-12 13:43:00,
490932,14085,8.0,12.4,2009-08-12 13:44:00,
490933,14063,888.0,2452.56,2009-08-12 13:46:00,
490936,12785,170.0,310.9,2009-08-12 13:56:00,
490937,13081,1376.0,2285.58,2009-08-12 13:58:00,
490938,14605,132.0,207.65,2009-08-12 13:59:00,
490940,14605,1.0,0.95,2009-08-12 14:01:00,
490941,14527,188.0,628.62,2009-08-12 14:03:00,
490944,14285,48.0,151.2,2009-08-12 14:13:00,
490945,16892,21.0,97.55,2009-08-12 14:20:00,
490953,13204,428.0,966.6600000000001,2009-08-12 14:56:00,
490954,15924,103.0,102.82,2009-08-12 15:00:00,
490956,15413,1392.0,2442.7200000000003,2009-08-12 15:10:00,
490957,15823,1749.0,3796.37,2009-08-12 15:12:00,
490958,13576,120.0,328.8,2009-08-12 15:12:00,
490959,12682,136.0,471.90000000000003,2009-08-12 15:14:00,
490961,14108,174.0,194.75,2009-08-12 15:25:00,
490962,15061,430.0,683.14,2009-08-12 15:45:00,
490964,14646,50.0,89.15,2009-08-12 16:09:00,
490966,17178,100.0,432.96,2009-08-12 16:20:00,
490968,13798,276.0,484.0,2009-08-12 16:21:00,
490971,18275,224.0,372.64,2009-08-12 16:23:00,
490972,14911,413.0,728.0500000000001,2009-08-12 16:40:00,
490978,17329,140.0,193.08,2009-08-12 16:43:00,
490981,13855,103.0,313.45,2009-08-12 16:56:00,
490982,17329,4.0,8.82,2009-08-12 16:57:00,
490984,15298,162.0,303.45,2009-08-12 17:04:00,
490989,15674,282.0,462.46,2009-08-12 17:08:00,
490990,14606,102.0,263.4,2009-08-12 17:10:00,
490992,14679,168.0,438.74,2009-08-12 17:13:00,
490998,16253,231.0,329.13,2009-08-12 17:24:00,
491006,13557,130.0,272.5,2009-08-12 17:41:00,
491007,16204,226.0,213.27,2009-08-12 17:44:00,
491008,15633,87.0,191.89000000000001,2009-08-12 17:51:00,
491009,15203,208.0,255.68,2009-08-12 18:06:00,
491010,15194,320.0,318.0,2009-08-12 18:07:00,
491011,16210,213.0,389.99,2009-08-12 18:18:00,
491014,13136,285.0,549.09,2009-08-12 18:30:00,
491024,17157,144.0,383.04,2009-08-12 19:00:00,
491025,17157,96.0,325.44,2009-08-12 19:02:00,
491026,15181,48.0,162.72,2009-08-12 19:02:00,
491033,17188,174.0,328.02000000000004,2009-08-12 19:16:00,
491034,13491,122.0,305.5,2009-09-12 07:01:00,
491035,13455,81.0,295.35,2009-09-12 08:58:00,
491038,13097,172.0,528.9,2009-09-12 09:34:00,
491039,15291,60.0,301.0,2009-09-12 09:36:00,
491044,13114,74.0,234.38,2009-09-12 09:56:00,
491045,12747,64.0,303.2,2009-09-12 10:02:00,
491048,13768,262.0,519.42,2009-09-12 10:25:00,
491049,14135,678.0,748.9,2009-09-12 10:41:00,
491050,12712,194.0,297.8,2009-09-12 10:46:00,
491051,14291,261.0,408.51,2009-09-12 10:46:00,
491054,13202,108.0,320.2,2009-09-12 10:48:00,
491055,14732,65.0,219.55,2009-09-12 10:48:00,
491056,17428,358.0,1007.74,2009-09-12 11:01:00,
491057,14239,28.0,77.8,2009-09-12 11:31:00,
491058,16945,193.0,307.95,2009-09-12 11:33:00,
491059,12487,174.0,285.29999999999995,2009-09-12 11:36:00,
491060,17929,72.0,392.40000000000003,2009-09-12 11:40:00,
491061,13672,81.0,233.53000000000003,2009-09-12 11:40:00,
491062,12948,80.0,124.0,2009-09-12 11:46:00,
491063,16771,46.0,203.3,2009-09-12 11:52:00,
491064,16782,66.0,181.45,2009-09-12 11:58:00,
491067,18051,338.0,333.3,2009-09-12 12:17:00,
491068,15768,267.0,700.4,2009-09-12 12:18:00,
491069,12921,418.0,521.0500000000001,2009-09-12 12:30:00,
491070,16912,68.0,383.8,2009-09-12 12:32:00,
491071,12924,106.0,194.10000000000002,2009-09-12 12:40:00,
491072,12924,5.0,15.45,2009-09-12 12:42:00,
491073,15403,324.0,95.75999999999999,2009-09-12 12:45:00,
491074,14173,8.0,23.6,2009-09-12 12:46:00,
491075,14211,112.0,187.8,2009-09-12 12:48:00,
491077,14593,162.0,418.05,2009-09-12 12:57:00,
491078,16802,137.0,259.11,2009-09-12 13:00:00,
491079,14295,171.0,588.85,2009-09-12 13:06:00,
491081,15302,102.0,308.0,2009-09-12 13:11:00,
491082,16709,533.0,1248.3,2009-09-12 13:16:00,
491083,17954,150.0,322.98,2009-09-12 13:22:00,
491085,13727,12.0,130.6,2009-09-12 13:25:00,
491086,15911,143.0,267.26,2009-09-12 13:26:00,
491089,14990,64.0,200.23999999999998,2009-09-12 13:31:00,
491090,13141,123.0,351.45,2009-09-12 13:34:00,
491091,16705,1544.0,3249.32,2009-09-12 13:34:00,
491092,13680,351.0,844.12,2009-09-12 13:44:00,
491093,12709,362.0,1196.6799999999998,2009-09-12 13:49:00,
491095,14171,44.0,135.0,2009-09-12 13:50:00,
491096,13983,85.0,175.95000000000002,2009-09-12 13:53:00,
491097,17296,216.0,338.13,2009-09-12 14:01:00,
491098,14080,67.0,179.78,2009-09-12 14:02:00,
491100,17631,14.0,63.5,2009-09-12 14:15:00,
491101,17449,202.0,283.88,2009-09-12 14:16:00,
491102,17184,15.0,50.55,2009-09-12 14:17:00,
491103,14107,174.0,163.26,2009-09-12 14:20:00,
491104,12917,322.0,1552.9,2009-09-12 14:22:00,
491105,16755,139.0,207.58,2009-09-12 14:25:00,
491109,13825,104.0,143.36,2009-09-12 14:30:00,
491111,15005,183.0,316.62,2009-09-12 14:38:00,
491112,13770,111.0,174.33,2009-09-12 14:44:00,
491113,14505,430.0,890.38,2009-09-12 14:48:00,
491116,15441,139.0,301.57,2009-09-12 14:55:00,
491118,16933,369.0,554.99,2009-09-12 15:03:00,
491122,13426,412.0,601.6,2009-09-12 15:16:00,
491123,17043,382.0,377.06,2009-09-12 15:20:00,
491124,13498,362.0,327.38,2009-09-12 15:26:00,
491125,15311,424.0,966.24,2009-09-12 15:28:00,
491126,16186,274.0,389.34000000000003,2009-09-12 15:36:00,
491127,18065,68.0,256.2,2009-09-12 16:00:00,
491129,18065,12.0,50.699999999999996,2009-09-12 16:01:00,
491131,16395,2.0,1.7,2009-09-12 16:03:00,
491132,17880,72.0,171.6,2009-09-12 16:13:00,
491133,13848,1500.0,480.0,2009-09-12 16:17:00,
491136,16746,504.0,343.52,2009-09-12 16:24:00,
491138,16168,75.0,179.85,2009-09-12 16:26:00,
491143,16029,52.0,476.03999999999996,2009-09-12 16:50:00,
491144,15077,228.0,873.48,2009-09-12 17:10:00,
491145,13728,44.0,135.0,2009-09-12 17:13:00,
491146,15209,94.0,178.98000000000002,2009-09-12 17:26:00,
491147,14710,20.0,34.3,2009-09-12 17:27:00,
491148,15061,2604.0,3882.66,2009-10-12 07:43:00,
491149,15841,360.0,289.92,2009-10-12 08:29:00,
491150,16525,240.0,435.6,2009-10-12 08:30:00,
491151,14134,260.0,661.16,2009-10-12 09:25:00,
491152,15465,124.0,436.8,2009-10-12 09:42:00,
491153,16143,147.0,300.35,2009-10-12 09:44:00,
491154,17603,123.0,289.85,2009-10-12 09:44:00,
491158,15523,270.0,275.73,2009-10-12 10:17:00,
491159,15311,140.0,291.0,2009-10-12 10:27:00,
491160,14911,146.0,327.57,2009-10-12 10:29:00,
491161,14942,37.0,109.35,2009-10-12 10:32:00,
491163,13693,72.0,179.6,2009-10-12 10:42:00,
491164,15581,17.0,33.55,2009-10-12 10:47:00,
491165,14293,422.0,737.7,2009-10-12 10:57:00,
491169,12417,10.0,8.5,2009-10-12 11:25:00,
491170,17861,415.0,328.99,2009-10-12 11:27:00,
491171,15039,55.0,203.85000000000002,2009-10-12 11:39:00,
491172,16843,450.0,730.59,2009-10-12 11:40:00,
491173,15858,151.0,248.49,2009-10-12 11:42:00,
491174,17388,216.0,228.96,2009-10-12 11:45:00,
491175,15085,169.0,347.54,2009-10-12 11:47:00,
491177,15642,270.0,105.78000000000002,2009-10-12 11:51:00,
491178,14099,199.0,384.49,2009-10-12 11:55:00,
491180,15719,139.0,294.52000000000004,2009-10-12 12:03:00,
491181,15854,124.0,592.2,2009-10-12 12:08:00,
491182,13019,38.0,190.3,2009-10-12 12:10:00,
491183,12978,518.0,945.58,2009-10-12 12:10:00,
491184,17027,3.0,139.85000000000002,2009-10-12 12:10:00,
491185,17377,208.0,421.17,2009-10-12 12:21:00,
491186,15889,137.0,269.72,2009-10-12 12:21:00,
491187,16748,50.0,97.5,2009-10-12 12:28:00,
491188,17377,27.0,79.15,2009-10-12 12:30:00,
491189,14113,48.0,31.200000000000003,2009-10-12 12:32:00,
491191,16459,59.0,71.78999999999999,2009-10-12 12:42:00,
491192,14527,133.0,509.3,2009-10-12 12:44:00,
491193,13091,872.0,762.98,2009-10-12 12:44:00,
491194,13173,110.0,302.70000000000005,2009-10-12 12:52:00,
491195,15805,182.0,658.5,2009-10-12 12:57:00,
491196,15912,34.0,165.5,2009-10-12 12:58:00,
491197,15912,143.0,126.57,2009-10-12 13:03:00,
491198,16596,27.0,95.55,2009-10-12 13:09:00,
491199,15912,111.0,143.72,2009-10-12 13:12:00,
491200,16663,100.0,165.0,2009-10-12 13:12:00,
491201,12989,114.0,413.1,2009-10-12 13:27:00,
491203,16985,97.0,580.15,2009-10-12 13:34:00,
491204,14648,165.0,195.23,2009-10-12 13:59:00,
491205,16779,910.0,1361.91,2009-10-12 14:07:00,
491207,17884,97.0,105.75999999999999,2009-10-12 14:13:00,
491209,15573,156.0,278.08,2009-10-12 14:19:00,
491210,15367,256.0,785.62,2009-10-12 14:20:00,
491211,14895,740.0,1766.28,2009-10-12 14:22:00,
491212,14062,1448.0,873.61,2009-10-12 14:28:00,
491226,15157,644.0,448.2,2009-10-12 14:44:00,
491235,15623,182.0,307.2,2009-10-12 14:46:00,
491238,16011,133.0,170.45,2009-10-12 14:48:00,
491240,13831,374.0,910.76,2009-10-12 14:50:00,
491247,14626,352.0,436.40000000000003,2009-10-12 14:57:00,
491314,15032,924.0,1505.4,2009-10-12 15:27:00,
491317,16670,331.0,683.91,2009-10-12 15:28:00,
491318,14608,96.0,369.6,2009-10-12 15:30:00,
491319,15882,73.0,181.63,2009-10-12 15:33:00,
491320,15380,108.0,178.2,2009-10-12 15:35:00,
491321,17032,491.0,834.25,2009-10-12 15:36:00,
491340,12979,520.0,517.7,2009-10-12 15:45:00,
491356,15738,375.0,282.03000000000003,2009-10-12 15:52:00,
491358,14590,29.0,99.60000000000001,2009-10-12 15:52:00,
491368,14043,84.0,164.31,2009-10-12 15:56:00,
491385,17675,102.0,328.7,2009-10-12 16:10:00,
491394,15916,118.0,388.52,2009-10-12 16:21:00,
491395,16901,42.0,204.26,2009-10-12 16:30:00,
491396,17610,272.0,427.86,2009-10-12 16:35:00,
491397,12933,67.0,155.79,2009-10-12 16:39:00,
491399,14507,56.0,171.5,2009-10-12 17:04:00,
491400,17696,260.0,427.52,2009-10-12 17:09:00,
491401,18276,193.0,218.05,2009-10-12 17:14:00,
491403,14030,265.0,588.83,2009-10-12 17:27:00,
491405,15823,24.0,70.80000000000001,2009-10-12 18:03:00,
491406,14081,481.0,787.92,2009-10-12 18:27:00,
491407,14030,114.0,130.62,2009-10-12 18:36:00,
491408,17351,25.0,133.75,2009-10-12 18:43:00,
491421,16798,45.0,208.9,2009-10-12 19:35:00,
491422,17512,687.0,864.8900000000001,2009-10-12 19:35:00,
491424,13542,35.0,177.91,2009-10-12 19:53:00,
491425,16905,67.0,221.85,2009-10-12 20:04:00,
491426,15494,714.0,893.61,2009-10-12 20:16:00,
491427,14702,306.0,583.7,2009-10-12 20:22:00,
491429,17165,114.0,375.66,2009-11-12 09:18:00,
491431,15769,1200.0,1980.0,2009-11-12 09:58:00,
491432,16293,104.0,325.64,2009-11-12 09:58:00,
491433,18172,106.0,233.10000000000002,2009-11-12 09:58:00,
491434,17412,260.0,327.32,2009-11-12 10:08:00,
491435,14606,83.0,243.87,2009-11-12 10:10:00,
491436,14606,6.0,10.14,2009-11-12 10:12:00,
491437,13408,146.0,439.18,2009-11-12 10:12:00,
491438,18268,146.0,375.18,2009-11-12 10:27:00,
491439,15291,120.0,306.0,2009-11-12 10:31:00,
491440,16029,1080.0,1350.0,2009-11-12 10:31:00,
491442,16156,40.0,102.0,2009-11-12 10:32:00,
491443,15311,195.0,574.07,2009-11-12 10:37:00,
491444,14122,19.0,41.89,2009-11-12 10:37:00,
491445,14519,50.0,122.94999999999999,2009-11-12 10:40:00,
491447,14191,2.0,15.9,2009-11-12 10:48:00,
491448,15983,243.0,444.58,2009-11-12 10:54:00,
491449,17230,502.0,1579.8,2009-11-12 10:58:00,
491450,14739,540.0,634.88,2009-11-12 11:06:00,
491452,17238,70.0,222.05,2009-11-12 11:10:00,
491453,17238,27.0,86.75,2009-11-12 11:15:00,
491454,13077,80.0,218.44,2009-11-12 11:17:00,
491456,18102,3672.0,11016.0,2009-11-12 11:22:00,
491457,15998,152.0,362.93,2009-11-12 11:26:00,
491462,17243,245.0,718.83,2009-11-12 11:38:00,
491463,17243,2.0,7.5,2009-11-12 11:39:00,
491464,17209,96.0,52.800000000000004,2009-11-12 11:41:00,
491465,14643,380.0,350.68,2009-11-12 11:52:00,
491468,12957,625.0,1107.95,2009-11-12 12:01:00,
491474,14577,110.0,217.34,2009-11-12 12:09:00,
491479,14680,161.0,391.16,2009-11-12 12:11:00,
491497,17409,438.0,899.64,2009-11-12 12:17:00,
491498,12835,76.0,203.64000000000001,2009-11-12 12:17:00,
491506,16470,62.0,191.18,2009-11-12 12:21:00,
491508,16191,188.0,348.6,2009-11-12 12:24:00,
491516,14895,4.0,51.269999999999996,2009-11-12 12:28:00,
491528,17344,135.0,299.74,2009-11-12 12:31:00,
491554,16365,109.0,198.76999999999998,2009-11-12 12:41:00,
491555,15194,542.0,513.54,2009-11-12 12:45:00,
491570,13418,704.0,811.76,2009-11-12 12:51:00,
491584,12854,306.0,522.44,2009-11-12 12:55:00,
491586,15197,60.0,117.96000000000001,2009-11-12 12:56:00,
491587,13953,400.0,500.0,2009-11-12 12:58:00,
491603,17243,277.0,539.47,2009-11-12 13:31:00,
491607,17293,135.0,289.53000000000003,2009-11-12 13:36:00,
491612,14298,1086.0,849.9399999999999,2009-11-12 13:49:00,
491613,16952,107.0,249.09,2009-11-12 13:52:00,
491622,13415,247.0,466.92,2009-11-12 14:20:00,
491625,13668,110.0,615.3,2009-11-12 14:28:00,
491627,13819,358.0,460.3,2009-11-12 14:33:00,
491629,14790,343.0,308.81,2009-11-12 14:37:00,
491630,17851,206.0,435.27,2009-11-12 14:39:00,
491631,17487,37.0,160.55,2009-11-12 15:06:00,
491633,17958,200.0,465.42,2009-11-12 15:37:00,
491634,17841,302.0,540.18,2009-11-12 15:40:00,
491635,14298,1946.0,1323.86,2009-11-12 15:46:00,
491636,17754,360.0,270.18,2009-11-12 15:52:00,
491637,15984,523.0,638.52,2009-11-12 15:55:00,
491640,15898,142.0,397.02,2009-11-12 16:11:00,
491642,14130,268.0,339.87,2009-11-12 16:33:00,
491643,15856,622.0,1056.86,2009-11-12 16:46:00,
491644,17860,35.0,100.55,2009-11-12 16:48:00,
491645,17860,87.0,146.39,2009-11-12 16:54:00,
491646,14031,211.0,641.51,2009-11-12 17:00:00,
491647,14031,10.0,15.5,2009-11-12 17:04:00,
491648,17243,41.0,214.09,2009-12-13 09:58:00,
491649,12664,132.0,469.08000000000004,2009-12-13 10:28:00,
491651,13768,111.0,356.55,2009-12-13 10:41:00,
491652,16335,155.0,510.36,2009-12-13 10:48:00,
